Tweet	subtask_a	subtask_b	subtask_c
The man swings and depends more on the person than the situation ...	not offensive	NULL	NULL
If talk of a bungalow netyaviruddha carried badavale jaila. Government will speak out if the house ... and finally c ...	not offensive	NULL	NULL
If my heart sirisakumarane VIII of learning going on in the country tablets chest Removing execute the damn pill ...	not offensive	NULL	NULL
Let the BJP's b t ...	not offensive	NULL	NULL
Ayapielapurvi playing beach football team Mumbai Indians players ...	not offensive	NULL	NULL
But the one thing you see me very strongly on your health machinery County District village is ahetica very difficult situation ...	not offensive	NULL	NULL
Buffalo transport your food and clothing to shelter women in education, employment, health, security, inflation in North Road ...	not offensive	NULL	NULL
Now, some like Michael 's post on social media, but did so or do you Like, I think that across the screen of your mobile ...	not offensive	NULL	NULL
What if kunacam like Michael 's kunacam	not offensive	NULL	NULL
Maratha youth girls prepare for the start and seemed always on the reservation latakalya recruitment kadhanyamage the Government for the purpose ...	not offensive	NULL	NULL
Go like a butterfly phulabhovati so far comes to your relationship revolves around the flower fragrance love each other scent you sprinkle ...	not offensive	NULL	NULL
As long as we feel good as long as the world does endure everything silently. But you ekhadyavelesa Reality T ...	not offensive	NULL	NULL
Gabbar says it now will not only jyuniaracam senior players or kheladukaduna lessons	not offensive	NULL	NULL
The child's body was found lying in the forest morningavoka to gharabahare. According to locals, the child up the tiger ...	not offensive	NULL	NULL
Menahuni soft brass rod hanu loincloth nathalace charge even though we are not difficult to vajrasa bhedu Vishnudas ...	not offensive	NULL	NULL
Good health and God in 2024 to be the same again become prime minister after winning the election ...	not offensive	NULL	NULL
Let the sugar in your mouth.	not offensive	NULL	NULL
Whether it is the failure of the court battle over the government. The only emotional battle ...	not offensive	NULL	NULL
Pangadiya the context of export ibaddala spoke to him, and they believe us ...	not offensive	NULL	NULL
Nepal now Uttarakhand, Himachal Pradesh, Bihar and Uttar sikkimamadhila many cities of Nepal asalyaca mhanatoyatya to ...	not offensive	NULL	NULL
Today, many international competitions birthday of para badminton sukant step of enriching India Awards. 27 years of growth ...	not offensive	NULL	NULL
Of all the live play Naughty khelaya Goats itapataca ... because pursuing 'Hereditary Politics	not offensive	NULL	NULL
Cheap and expensive to live in the world today maranam lies ...	not offensive	NULL	NULL
Z-Y Z ... vip Learn sikyuritince type of the people	not offensive	NULL	NULL
Nizam was the name of the Secunderabad area of ​​the child's name. Nizam Sansthan management of a country's administration ...	not offensive	NULL	NULL
Uncle, get well soon	not offensive	NULL	NULL
Vheja are all mouth shower naena vheja but can not write. You understand	not offensive	NULL	NULL
Add links to see if at least Pappu light 🤣	not offensive	NULL	NULL
What do these patrakarancam	not offensive	NULL	NULL
Those who went to his own house, every thing and say, 'Sanjay support and resistance kanganaca. You ...	not offensive	NULL	NULL
modi birthday special Modi magic has provided six countries of the Islamic desanvarahi highest civilian honor ...	not offensive	NULL	NULL
House finished, but not butter question .. Kishan 2611 '	not offensive	NULL	NULL
Today jagavam bubbling in the morning waiting for tomorrow portable nature and why these concerns?	not offensive	NULL	NULL
SUV car found YouTube channel with the help ... Yes ... I've been pretty with one of the video ...	not offensive	NULL	NULL
If you are getting your film to the tower .. they will not be found constitutional error. ...	not offensive	NULL	NULL
Sushant Bihar Ria Bangalore Kangana Himachal Pradesh Maharashtra comment .. .. and where it Ini gun Maharashtra Ma ...	not offensive	NULL	NULL
Onion farmers producing thoughts .... pretyakaveli or dalabhadri farmers who export goods prices vadhataca ...	not offensive	NULL	NULL
1 9 55 encampments in the structure of the radio pilot basis in Delhi Television Center who first nirmilelya ...	not offensive	NULL	NULL
If this disease is not today a panel dedicated to the reading of the kovida Hospital Hospital can be dedicated to the treatment of his Ray. Kovida A ...	not offensive	NULL	NULL
Yancyavatine up of 50 low-oxygen bedace kovida Center ...	not offensive	NULL	NULL
Had thought that	not offensive	NULL	NULL
Naturally, that more than half an hour before the Madras Mumbai. Some government and commercial companies of Madras and Bombay keep time. Un ...	not offensive	NULL	NULL
She is very powerful and it is the center of revolution	not offensive	NULL	NULL
Roll your life that ends in the middle of the body not only in the life of a person who ceases from life ...	not offensive	NULL	NULL
You are my army officer. State of Maharashtra to insult nakamumbai coming ...	not offensive	NULL	NULL
Presidential election will be close to many decisions cinavirodhatila as in the United States as of November you will see ...	not offensive	NULL	NULL
Is there a perpetual state of Maharashtra and is the government, I am now on a tour of the State of Bihar interests ...	not offensive	NULL	NULL
First place of honor in their own language that others in your circle of friends who keep them that will definitely ...	not offensive	NULL	NULL
Rani Lakshmi were nevalakara. Jhansi Institute was the captain of the empire.	not offensive	NULL	NULL
Like Michael 's social media have thus become rampant un hands are all there but Marathi's dog ...	not offensive	NULL	NULL
Women's singles squash to win the national championship a record 18 times in 2014 joined India's Deepika pallikal nation ...	not offensive	NULL	NULL
On the night life that was made was to increase drug business in Mumbai	not offensive	NULL	NULL
1gita Bhima you 2kunkavaca master 3jnanaravi Magsaysay 4dhanya roused Read on bhimarava Panther poet ray ...	not offensive	NULL	NULL
Marathi Marathi Asmita is the only language here ..... Legends of girls here, here, people Cities Festival Marathi Asmita ...	not offensive	NULL	NULL
India Arya Samaj organization was established in 1875 and 1 9 of 20 in Nizami state. 1 9 30 40 CE Dharmaveer particular Naik ...	not offensive	NULL	NULL
Bury Maharashtra gelelica let this shit sugar in your mouth ...	not offensive	NULL	NULL
And when God protects his devotees and the devotees of God, but God does not remember God when he	not offensive	NULL	NULL
Your life does not change any friends Company boss job change. And only when they change you just change. Life ...	not offensive	NULL	NULL
The District of common touching all the subjects were tremendous today's speech by the Legislative Assembly ...	not offensive	NULL	NULL
Sushant Bollywood drugs suicide case or connection issues from Kangana wandered kanganane Bombay Po ...	not offensive	NULL	NULL
1 of 9 in 60 simple ladhuna Maharashtra Marathi people gave Mumbai Maharashtra. It is human beings who are not brand ...	not offensive	NULL	NULL
Mumbai police showed disbelief when the plane home Kangana ranautala talavaruna of their notoriety plus Wi-class security ...	not offensive	NULL	NULL
Might have to say that this action has been taken against sudabuddhine. If kanganacam this ...	not offensive	NULL	NULL
Feline is trecarasa. Irasala diplomat is to be dagalabajaca .. These are the thoughts of Maharashtra Prabhodhankar windy ...	not offensive	NULL	NULL
Why did you ever experience is the nature of the question of blinking stars in the night? The evening ...	not offensive	NULL	NULL
Kangana f .. tutalanya office only if the Indian economy has come about that the media dock ...	not offensive	NULL	NULL
Amitabh Bachchan family and nda Who ???	not offensive	NULL	NULL
What got 58 Front 42 sacrifice 14200 in jail? Maratha reservation in educational access and nokarabhartita stay ...	not offensive	NULL	NULL
In fact, forget the factions at the time they are unnecessarily maligned Maharashtra against their ...	not offensive	NULL	NULL
You and I often feel that they live up to something that is also the time to talk with each other so that between you and me ... ..	not offensive	NULL	NULL
If someone does not need the media to tell Ray explained, Riya Riya of the country's farmers need the US and the youth service. ...	not offensive	NULL	NULL
I always haravato great view ... but only to yourself .... I will gavasato	not offensive	NULL	NULL
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 smile smile periods like Michael 's 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣	not offensive	NULL	NULL
Meanwhile lagataca see a dissatisfaction with the Marathas, Baramati Dramatic uncle having bhimakoregava subject to strong vote bank for your dalita ...	not offensive	NULL	NULL
What player in the Mumbai Indians team in the 2013 film Po Che child in the land ...	not offensive	NULL	NULL
Chhatrapati Shivaji Maharaj all over google for information did not lead to anybody. But also in the middle of doing something ado some heavy-handed. Although ...	not offensive	NULL	NULL
If people like tujya is divided into A, India tomorrow ...	not offensive	NULL	NULL
If no call was all fairly beguiling online calls are coming from Uttar Pradesh and Bihar in Hindi, Marathi Madhu ...	not offensive	NULL	NULL
They know how important it is to have money Within	not offensive	NULL	NULL
Maharashtra has the largest whom pornahaba Goswami said the other day that was to eradicate pull it all the first time .. request ...	not offensive	NULL	NULL
All the courses offered by the University of Engineering Karnataka visvesavaraiya made compulsory Kannada language ahemukhyamantri	not offensive	NULL	NULL
On one hand, the difference between the axis of the spindle and the power of the people to live here in front of us and the Bandra durikade	not offensive	NULL	NULL
Gajaada the meaning of life ... poetry collection .... light tulasirama Pandit (Aurangabad Central Jail)	not offensive	NULL	NULL
How many more crimes upon them for watching Krishna sisupalace?	not offensive	NULL	NULL
Hinsacaraprakarani Koregaon Bhima and arrested a ... Now Kabir Kala Manch karyakartila the arrest of ...	not offensive	NULL	NULL
Sir, it will remember the days	not offensive	NULL	NULL
Part 1 kalaparyanta rebel rebellious voice of a new chapter Shahir etc. All jharitila duty to provide the name of the platform ...	not offensive	NULL	NULL
Do not convince your mind now .. just the story of our love .. I do not have a cure for distances of us suffer just ...	not offensive	NULL	NULL
How should this Honorable whom scored the show ... but what should be the leader hepana they showed ...	not offensive	NULL	NULL
2018 World Cup Golden Ball winner and the best player in the 2018 Croatian Luka modrika the 35 th birthday duty ...	not offensive	NULL	NULL
Along with the good people who make you live forever remembered long after any of the persons from the requirement will be remembered.	not offensive	NULL	NULL
Tell your favorite director of the church ...	not offensive	NULL	NULL
E. Kangana Ranaut's great revolutionary festival 2040 to 9 September 2020 in Mumbai arrival of the revolutionary struggle for	not offensive	NULL	NULL
S like Michael was contrary cadata from the gate of the diploma were there pants Kid having broken bc	not offensive	NULL	NULL
Departs from the reality of a worker's job must say that the view that rural areas malakavi him ...	not offensive	NULL	NULL
You jhatate her body. Mike takes the hand of her body. But she could not say anything. And speaks of the media ...	not offensive	NULL	NULL
I think my mind is too samajavam distances again .. do you love fresh now .. ❤️	not offensive	NULL	NULL
How big is the importance of the mind and not the house. What is the importance of the mind and the house is belonging.	not offensive	NULL	NULL
Trying uparyankaduna tried to take the capital of Maharashtra Mumbai paramparepra to give them strength ...	not offensive	NULL	NULL
Suspension bridge in Jalgaon district Chopra Did weak near Ankleshwar B hanapura street jaggery river pool. Vahanam as soon as Pu ...	not offensive	NULL	NULL
Dirty habit to speak Hindi in Mumbai man ekadivasa would result in his sarvanasala. You ...	not offensive	NULL	NULL
Today mahavikasa stay in our Maratha reservation service and access to leading academic negligence ...	not offensive	NULL	NULL
However provoked starch. However cadhavile e-mail .. In front of the building where the green. Blue roofs along the ivale ..	not offensive	NULL	NULL
We just young Middle Management dalabhadri you join the Tata Group, values ​​like so ...	not offensive	NULL	NULL
Guru Bachchan was painted by Anthony gonsalavisa actually Laxmikant pyarelal ...	not offensive	NULL	NULL
We do not tolerate insult our mother tongue Marathi people never. We take pride in having our mother tongue ...	not offensive	NULL	NULL
Regulation Act applied to the British in 1773. The law initially Calcutta (Kolkata) and then Madras (s ...	not offensive	NULL	NULL
If you're happy with exactly this way very easily the information sought to be ♥ ️ ..	not offensive	NULL	NULL
DP sataupatya police believed that the police are also ...	not offensive	NULL	NULL
Her sweet it is when your all done with hasu khali ... chatura headed housewife was ever mindful affectionate loving wife Ma ...	not offensive	NULL	NULL
Tarek Garden building in Mahad distributed assistance of Rs five lakh each to the victims of the accident 16 heirs ...	not offensive	NULL	NULL
IPL 2 million more than the amount received from the players to sell panipuri	not offensive	NULL	NULL
While in 2010 upa government because of growing onions onion export from Pakistan and import less ...	not offensive	NULL	NULL
Just the name I gave her some experience .... bighadavayaca control of the identity of the mother, which is a quality you ?? Having ...	not offensive	NULL	NULL
There are a few days to talk joker says .. then went back Deshmukh ...	not offensive	NULL	NULL
His name was not that then mean that we do not have the Indian Constitution ...	not offensive	NULL	NULL
Today, many international competitions birthday of para badminton sukant step of enriching India Awards. 27 ...	not offensive	NULL	NULL
Goats Seth not only made the company even say the name of a previous 6 years in the country ....	not offensive	NULL	NULL
Know your horoscope today with one click ...	not offensive	NULL	NULL
We are. Our religion is being destroyed .. Jai Maharashtra Marathi ...	not offensive	NULL	NULL
The government has not presented the research to the right side of the counsel given by Sibal sahebansarakha ...	not offensive	NULL	NULL
Municipal office when he was todalam mantralayasamorila devotee when Will was not as pisalale now ...	not offensive	NULL	NULL
csk fan s 8 times in 10 years, you know what we we qualify for the playoff jhaloya 12 mi fan s and ...	not offensive	NULL	NULL
September 9, 2020. Wednesday Shake 1 9 42 Bhadrapad Krishna locative locative Sunrise Sunset Shraddha 06.27 18 ...	not offensive	NULL	NULL
Well, sir, are silent as to the Raj did not believe in elections and they are all quiet .. (...	not offensive	NULL	NULL
Manish kasodekara rainfall friend request	not offensive	NULL	NULL
Hello customers to see your ad so that the advertisement is tiresome ...	not offensive	NULL	NULL
If you are using the money to rotate Kid was Fantar skaelarasipace those should be included babasahenica phasica section ... ..	not offensive	NULL	NULL
2 all the world to know. Bhugrahana much college football for farmers made to commit suicide ...	not offensive	NULL	NULL
Remembered before the contractor had become very aggressive now let's look at how aggressive. If they travel often does not understand ...	not offensive	NULL	NULL
What is sastradhara crow stitching? Read Jonathan Sharma's answer.	not offensive	NULL	NULL
Sir, you are a role model for my artist .. grip of your acting is excellent on you .. Ma ...	not offensive	NULL	NULL
Sitting relaxed in different places. Mauli mouth forever ... ... Pandurang very smiling and happy faces of the main. Wait ...	not offensive	NULL	NULL
And the mouth of a Ram temple in Ayodhya Babar Sonia is now the Army. The bird learned nothing and there's ...	not offensive	NULL	NULL
India purantana those intellectual property ganitajna great astrologer and astrology varahamihira many branches granthalekhana ...	not offensive	NULL	NULL
This man deceived by his own wife injineringa know how to say mhanaje injineraringa also has another friend ...	not offensive	NULL	NULL
Oh vulnerable needs to be time for you, and then the second and so on ... ... should have laughed in your competence	not offensive	NULL	NULL
The Test half-century in 27 minutes Mohammad Ashraful Bangladesh dhurandara birthday wishes ... 🥳🥳	not offensive	NULL	NULL
Khedyapadyatila inaugurated a Buddhist Hinayana period. 1, 9 and 68 was the chief guest in the Dhamma conference held in Mumbai ...	not offensive	NULL	NULL
Do not be. 6) Do not boast of miravu how good your immunity. 7) Be humble. There are flood tree lavhali ...	not offensive	NULL	NULL
Bowling, batting and fielding yastiraksanasuddha who say there's no real olaraundara	not offensive	NULL	NULL
As was laughing mva injury of the workers and the Mumbai office did not she come to Mumbai ...	not offensive	NULL	NULL
Our judicial system is slow ... so that life went out of the suit and ends ends. Go along all night ...	not offensive	NULL	NULL
Chinese military presence in the eastern Ladakh on the actual tabaresejavala mukhapari. Spears, iron and other shiga can ...	not offensive	NULL	NULL
xiaomi will be launched in a more affordable smartphones redmi 9at 5 000 mAh battery of the greatest ...	not offensive	NULL	NULL
Babasaheb Ambedkar sanvidhanamule this number is going to be a trade, a tribal man in the driver Trade buttermilk ...	not offensive	NULL	NULL
Even though the bus trip Followers four thoughts. Fortunately the rest of the crowd to press the work of spirits.	not offensive	NULL	NULL
In today's article, we want to seek investors in the stock market, based on the SEE interesting movies (stock market movie ...	not offensive	NULL	NULL
The float data type to voluntary (optional) is a parameter .. float (n) if n is the value ...	not offensive	NULL	NULL
Do you think the enemy is not easy to do ... to sustain the work have to be very good ..	not offensive	NULL	NULL
You have been drunk hradyayaci star Alladi chedata .. 's going to stop you now undergo a similar practice be nothing .. you just know so ...	not offensive	NULL	NULL
IPL will attack, "Mohammed revealed that the biggest challenge samine	not offensive	NULL	NULL
Bajaj Auto in the production of 25 million vehicles in 2008 9 50 9 vehicles produced before 2012 were 43.5 million workers ...	not offensive	NULL	NULL
The anger and tears that come when you own both a person and when more persons at the same time ...	not offensive	NULL	NULL
The Maharashtra police kept the names of the security police gave you this ...	not offensive	NULL	NULL
People are sitting in silence, holding a stone sweet taste, adding. Because of this incident was not at the state governed by the BJP?	not offensive	NULL	NULL
Shiv Sena activists face to face against the RPI to the airport.	not offensive	NULL	NULL
And y + security Kangana was the fear she fled back to the door Seekers	not offensive	NULL	NULL
What we do know hakkabhangavaruna discipline program will be many today	not offensive	NULL	NULL
... That Pujara not regret not getting the IPL auction, the buyer	not offensive	NULL	NULL
What do you think of Bombay, not to say that Ray ratalyanom Mumbai is Mumbai? Mumbai is the capital of Maharashtra and m ...	not offensive	NULL	NULL
As long as a closed Karan buy goods from companies who do not like the service Marathi Marathi ...	not offensive	NULL	NULL
Entering the borders of terrorists end permanently ...	not offensive	NULL	NULL
I have taught all of us the other day that her great granddaughter Arya occasion of the fifth anniversary of the classroom today ... I subhasisa	not offensive	NULL	NULL
Oh wait wait sanjya like Michael 's bed already kurakurateya not impose further hagralekhance hammer ..	not offensive	NULL	NULL
Rahul Dravid was his last match in 2011 against England scored 6 9 runs. Factor ...	not offensive	NULL	NULL
Keep before your circle of honor in their own language that they do keep their friendship, he will Ita ...	not offensive	NULL	NULL
Truth is always bitter and still shows free Ajit Pawar and the fan are on the rise, the target group vhatsaappa	not offensive	NULL	NULL
The things that China sangitalyaani lac land sangayacyaaheta Parliament that aggression and infiltration ...	not offensive	NULL	NULL
Ragavatata children say they love and they just back for a second, but ajakalaci children sudharava ...	not offensive	NULL	NULL
Make sure to buy all these books. Nations and dharmaraksanace measures. Hindus see the country on a state of ...	not offensive	NULL	NULL
Buffalo bells Sushant's chain Nehru, Patel, Riya Kangana Alia Pakistan China.	not offensive	NULL	NULL
Some people mistake the fact that, although he himself did not say anything to own them .... there is no hope for the people ... so cute ...	not offensive	NULL	NULL
India has 600 worldwide exposure during the 7000 Healthcare varkarsaca. india today	not offensive	NULL	NULL
In 2014 we will see teenagers dream of superpower began to ask for the unemployment allowance in 2020. But such a top disaster evm ...	not offensive	NULL	NULL
This is not much She asked on this issue is that Kangana's united Marathi, Maharashtra BJP man is silent .. Sa ...	not offensive	NULL	NULL
But sahakalakaranila which might call her pornastara go tumhi panchve passenger.	not offensive	NULL	NULL
Well ... you will have a high jodinam like Michael 's age on the last of the rain.	not offensive	NULL	NULL
Whether it is the failure of the court battle over the government. But empathy emotional battle ...	not offensive	NULL	NULL
What was that like Michael 's threats on the phone ... now all shred of thieves and began to threats of lock ...	not offensive	NULL	NULL
Oxford vaccine trial karonavirodhatila blow to me stopped the fight. India was started to test this vaccine.	not offensive	NULL	NULL
See the world ...	not offensive	NULL	NULL
Korona is meant to feel like the country's early economic status, etc. will be important issues to bring forward to the social media ...	not offensive	NULL	NULL
I never was much of your CM-skinned. Their religion Patlu before you got to the village ...	not offensive	NULL	NULL
If you are saying to her national kadavam take up hindava rest of Maharashtra Marathi un ... I bolyacyayala Dholla ...	not offensive	NULL	NULL
Kanganala according to the publicity and municipal action blockbuster as much as 12 consecutive citrapatannihi min ...	not offensive	NULL	NULL
Today is the day when today's Literacy Day, and keep your water and your coal Goni ...	not offensive	NULL	NULL
13 th season of the IPL, or 3 runs for the opening of the tunnel set up in the UAE pairs?	not offensive	NULL	NULL
✍️ is waiting for me when you come into my shalt life hradayatila are waiting for yours to come to your desire vibrations of love ...	not offensive	NULL	NULL
Who will break the Chi Chi Rao, whose broken .....	not offensive	NULL	NULL
Reservations 5-judge ghatanapithakade class educational access and nokarabharatita reservation suspended state	not offensive	NULL	NULL
Do not get answers to questions on a number of painful relief from the heart, not the cry of many	not offensive	NULL	NULL
The bee will not get off the oxygen.	not offensive	NULL	NULL
Technological reorganization prantaracaneca aggressive imperialist Maharashtrawadi was always perfect. But Marathwada always looked ...	not offensive	NULL	NULL
Maratha reservation but stay valid educational access to the previous year	not offensive	NULL	NULL
But once the spectacle principal Marathi cinema and agrarian country ... now the whole country show that the principal jhalayapratyeka ...	not offensive	NULL	NULL
Thang rose kalila not go that allada wind jhulakela blushing. Manomani the locks her slow kajavyaci hurry ...	not offensive	NULL	NULL
What phekalo Minister of Education and Wikipedia reading .... After a poor home with his asthma on ...	not offensive	NULL	NULL
My family is my responsibility to campaign for BJP leader shot https t.co uhlwrhnkvc CM	not offensive	NULL	NULL
Sushant Bihar Ria Bangalore Kangana Himachal Pradesh Maharashtra comment .. .. and where it Ini gun Maharashtra Ma ...	not offensive	NULL	NULL
I do not mind having to support .. tasahi arnaba and Kangana free Mumbai and Maharashtra police up ...	not offensive	NULL	NULL
Once it out now ... Add to hussasutaka was kept hold of the aphids around the mouth .. save Cart B ...	not offensive	NULL	NULL
The government has no research to state before the right side of the counsel given by Sibal sahebansarakha and ...	not offensive	NULL	NULL
Apurnateca beauty always is a nightmare .... This is indeed the flowers are blooming gandhavina yacanca t ....	not offensive	NULL	NULL
Mr. Gadkari that the entire highway as soon as possible to the Dargah Mosque lab in what is going on ...	not offensive	NULL	NULL
Your parents Bhagirath your efforts, he also was born in Maharashtra. State ...	not offensive	NULL	NULL
Kangana Ranaut's time up as the Bombay Municipal Corporation removed the same time at the other offices infringement deviation ...	not offensive	NULL	NULL
Sivabala made a Jijau you should be aware of the location of your daughters sikavinarya Savitri's heart jalali the end of the ...	not offensive	NULL	NULL
The word branch in the heart of the heart of phulatopana plumage meaning of the word in this sense b jhulale the rest of the limb if the prejudice of hatred ...	not offensive	NULL	NULL
Mind the question of thinking that the storm would remain unanswered ... haravalam	not offensive	NULL	NULL
Good morning .. tvitarakaranno use masks differences among patient care ghya sic.	not offensive	NULL	NULL
Ladakh forces in the struggle to re-China, India? PLA accused of firing India. India Waugh ...	not offensive	NULL	NULL
What brought hakkabhanga on arnaba ...	not offensive	NULL	NULL
Your tongue is planted roof is taken .... If the honorable Prime Minister Modi talked about the the ...	not offensive	NULL	NULL
Never been to good people ... because she would become ... tip ...	not offensive	NULL	NULL
Take Raut that if pok bid in the face of what the reply does now Ben Mumbai to talk to Pakistan, which is India's f ...	not offensive	NULL	NULL
Why should India drugs (marijuana and hashish other) Seven legal? Been asked so easily is hearing the same few days.	not offensive	NULL	NULL
Why do some of whatever ... .. but she would never say that a work and not giving? He bhalehi canal engineering free ...	not offensive	NULL	NULL
But the wise man was not a little a little good karma even if it is filled with good result. 10. Sandalwood incense Lotus Madhumati ...	not offensive	NULL	NULL
While the goal of being pain are some of the time but the immortal name to get the goal. unknown ...	not offensive	NULL	NULL
Let servants by the State or nayaya education ...	not offensive	NULL	NULL
According to the information now in the crazy ... the list is, of course, khajapa mandacim .. (not due to the power of T ...	not offensive	NULL	NULL
The government and the media were taken to seriously if it was a little bit Rahul Gandhi had not only rid the rihya Sushant and Kangana ...	not offensive	NULL	NULL
Life he tired of thinking much more than thakata not work ...	not offensive	NULL	NULL
Why? What is the reason? Even if the konaca? Farmers? The poor? The shock bump anyone? The government did set up? What explains this pro ...	not offensive	NULL	NULL
In the last few years have come as what to expect Manchester United team of the 2020 season that did not work ... 21	not offensive	NULL	NULL
9th to 12th grade school teachers to lead students svacchene margadarsanakhali ...	not offensive	NULL	NULL
This is the fifth pujalele to farmers. In 2013, the show needed to avoid rabavanyacam carrot Modi came to power Swaminathan Commission ...	not offensive	NULL	NULL
See the dream as a dream and stopped the ends of love left to take care of eliminating the prospect of lost faith in the life of faith stops ...	not offensive	NULL	NULL
Right .. and this case MNS and BJP clamor for peace in Marathi voters never forget ...	not offensive	NULL	NULL
talented multi talented and can filter to find the girls in the video of Classes Online	not offensive	NULL	NULL
But you have to come to the party who is playing what game they are so slow that they are not very smart choice ...	not offensive	NULL	NULL
Performance ...? Display .. what? Where is the show ..? Hindi news channel you are using Word as your alpabu so ...	not offensive	NULL	NULL
Love is a strange thing is that the weak person can make a person stronger and the weak strong ..	not offensive	NULL	NULL
Congratulations to all the Maratha Maratha community mahaaghadi government ..	not offensive	NULL	NULL
Good morning ... thoughts automatically change the direction of the state change ⁠ ⁠	not offensive	NULL	NULL
Friends Remember .. now been cut to just come to realize that it was not just the construction of the main office, but still ...	not offensive	NULL	NULL
How many times have fresh water athavave dolyantale new service insolate How many times you say, 'How many times a song for your othi ...	not offensive	NULL	NULL
He is the life work of a Modi is not respected ...	not offensive	NULL	NULL
The current economic Great Depression of 2014 is more dangerous and more dangerous intellectual of the Great Depression in 2019? General economic ...	not offensive	NULL	NULL
The central government increased the arbitrary attitude of blind faith in an opposition saints shall sleep a few more to see if ...	not offensive	NULL	NULL
F .... bad in	not offensive	NULL	NULL
A partial wonder what you put rubbish? How many districts of Vidarbha to know when ...	not offensive	NULL	NULL
Kothambirituna income is received 12 lakh this photo ... but its authenticity has been stepped samoera m ... https t.co hxj66rmqsu	not offensive	NULL	NULL
You do not need to tell you what the devotees are Nethra Dow Tai. Brother, etc. We Maratha mnasam that you are UP, Bihar ...	not offensive	NULL	NULL
Maharashtra minister who?	not offensive	NULL	NULL
If that is the unauthorized capture need. "It should be padalaca. It is shocking and sad that only now, suddenly, you see. W ...	not offensive	NULL	NULL
3 all-rounder who can prove yourself as a finisher in the 2020 IPL	not offensive	NULL	NULL
When Talathi recruitment was stopped ... you have a lot of contact .... when you ...	not offensive	NULL	NULL
The kid is quiet and apamana of Mumbai ??	not offensive	NULL	NULL
1 9 3 9 community leaders in the government losing the method Agri forced to make family law by canceling Nagoya Narayan Patil project ...	not offensive	NULL	NULL
In 2014, the then Congress government had applied the onion export in the BJP espouse for farmers ...	not offensive	NULL	NULL
Sakhetalya the mouth of Babasaheb Ambedkar, who still chant vadhalyacam feel?	not offensive	NULL	NULL
Today, some do not know the Persian mind .... I have a little rest yourself ....	not offensive	NULL	NULL
s like Michael	not offensive	NULL	NULL
Pant to throw absolutely mouth once the sugar and cahapatti sit behind the stove and went straight on. In fact it was actually ...	not offensive	NULL	NULL
Wait for the action to political criticism to unauthorized work? Later another man ...	not offensive	NULL	NULL
Want to live like a butterfly, then is allowed to live phulapakharaitakeca	not offensive	NULL	NULL
xiaomi will be launched in a more affordable smartphones redmi 9at 5 000 mAh battery of the	not offensive	NULL	NULL
Oxford vaccine trial karonavirodhatila blow to me stopped the fight. India was started to test this vaccine. ...	not offensive	NULL	NULL
Thackeray auragajheba has done so Maratha reservation issue ... oh ......	not offensive	NULL	NULL
Understand what it means to cry cool reversible wow? Fa Li tyasi t ...	not offensive	NULL	NULL
Rahul left the Corporation and two other journalists think it is ambitious agenda diploma pots.	not offensive	NULL	NULL
But democracy is the state of information which ...	not offensive	NULL	NULL
Kolhapur Kolhapur start quite pausaci ...	not offensive	NULL	NULL
It can never be rich, rich, wise peksya view (mhayanati) .And the rich (udanatappu) Sushant ever garibaiti	not offensive	NULL	NULL
Ray is nakatya. And so officer should be common sense that theradyala by stints constitutional Post ...	not offensive	NULL	NULL
Poornima moonlight vocals and music galavarila Rose never been away all day but leaves smrtigranthaci phadapha ...	not offensive	NULL	NULL
Government to sell 26 companies? How many companies were sold during the government of Prime Minister Manmohan Singh?	not offensive	NULL	NULL
Amendment 11 million for the Chief Minister's bungalow for 16 million people and flood-affected wheels in your state of mind ...	not offensive	NULL	NULL
Speaking in the Lok Sabha along with the position of Minister of Defense he told China on lac will be as much as to say ... Now asyaveli ...	not offensive	NULL	NULL
Been many days were you have to stop the program Marathi language (Marathi language is removed) and available to all other languages ​​...	not offensive	NULL	NULL
Modi came from increased unemployment. In 2014, you were all the collector.	not offensive	NULL	NULL
So this time he has been on hand to teach the lesson to the Marathi voters ..	not offensive	NULL	NULL
The infamous either. If not, and just a ...	not offensive	NULL	NULL
9vi to 12th standard school karanyasandarbhata the central Ministry of Health guidelines issued maharasht ...	not offensive	NULL	NULL
As we know the law of Shivaji Maharaj Shahu, Phule and Ambedkar training'm not born there ...	not offensive	NULL	NULL
The Union Health Ministry to start classes from September 9 to 12 students in 21 school learners in class V ...	not offensive	NULL	NULL
In 1672, Chhatrapati Shivaji Maharaj took possession of the fort portugijankaduna. From the Portuguese, Arabic horses th ...	not offensive	NULL	NULL
Today kangana to comment on this marathipatrakara day divasara from asatatamaharastratale issues being Bollywood's news ...	not offensive	NULL	NULL
Qasim Rizvi was sentenced to life imprisonment after arrest. But if that was a condition he may wish to go to Pakistan ...	not offensive	NULL	NULL
Vhayakoma hotayata available on Netflix movies with the creation of tomorrow's 18 ...	not offensive	NULL	NULL
Unfortunately, sir, you closed your speech catrrya practiced anti-paksadekhila give your artistic talent this ...	not offensive	NULL	NULL
